route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,shape_id
918044,1531436,10015314360955497,104,104,0,
918044,1531437,10015314370955497,104,104,0,
918044,1531438,10015314380955497,104,104,0,
918044,1531446,10015314460955497,104,104,0,
918044,1531451,10015314510955497,104,104,0,
918044,1531467,10015314670955497,104,104,0,
918044,1531473,10015314730955497,104,104,0,
918044,1531476,10015314760955497,104,104,0,
918044,1531477,10015314770955497,104,104,0,
918044,1531436,10115314360955497,104,104,0,
918044,1531437,10115314370955497,104,104,0,
918044,1531438,10115314380955497,104,104,0,
918044,1531446,10115314460955497,104,104,0,
918044,1531451,10115314510955497,104,104,0,
918044,1531467,10115314670955497,104,104,0,
918044,1531473,10115314730955497,104,104,0,
918044,1531476,10115314760955497,104,104,0,
918044,1531477,10115314770955497,104,104,0,
918044,1531436,1015314360955497,104,104,0,
918044,1531437,1015314370955497,104,104,0,
918044,1531438,1015314380955497,104,104,0,
918044,1531446,1015314460955497,104,104,0,
918044,1531451,1015314510955497,104,104,0,
918044,1531467,1015314670955497,104,104,0,
918044,1531473,1015314730955497,104,104,0,
918044,1531476,1015314760955497,104,104,0,
918044,1531477,1015314770955497,104,104,0,
918044,1531436,10215314360955497,104,104,0,
918044,1531437,10215314370955497,104,104,0,
918044,1531438,10215314380955497,104,104,0,
918044,1531446,10215314460955497,104,104,0,
918044,1531451,10215314510955497,104,104,0,
918044,1531467,10215314670955497,104,104,0,
918044,1531473,10215314730955497,104,104,0,
918044,1531476,10215314760955497,104,104,0,
918044,1531477,10215314770955497,104,104,0,
918044,1531436,10315314360955497,104,104,0,
918044,1531437,10315314370955497,104,104,0,
918044,1531438,10315314380955497,104,104,0,
918044,1531446,10315314460955497,104,104,0,
918044,1531451,10315314510955497,104,104,0,
918044,1531467,10315314670955497,104,104,0,
918044,1531473,10315314730955497,104,104,0,
918044,1531476,10315314760955497,104,104,0,
918044,1531477,10315314770955497,104,104,0,
918044,1531436,10415314360955497,104,104,0,
918044,1531437,10415314370955497,104,104,0,
918044,1531438,10415314380955497,104,104,0,
918044,1531446,10415314460955497,104,104,0,
918044,1531451,10415314510955497,104,104,0,
918044,1531467,10415314670955497,104,104,0,
918044,1531473,10415314730955497,104,104,0,
918044,1531476,10415314760955497,104,104,0,
918044,1531477,10415314770955497,104,104,0,
918044,1531436,10515314360955497,104,104,0,
918044,1531437,10515314370955497,104,104,0,
918044,1531438,10515314380955497,104,104,0,
918044,1531446,10515314460955497,104,104,0,
918044,1531451,10515314510955497,104,104,0,
918044,1531467,10515314670955497,104,104,0,
918044,1531473,10515314730955497,104,104,0,
918044,1531476,10515314760955497,104,104,0,
918044,1531477,10515314770955497,104,104,0,
918044,1531436,10615314360955497,104,104,0,
918044,1531437,10615314370955497,104,104,0,
918044,1531438,10615314380955497,104,104,0,
918044,1531446,10615314460955497,104,104,0,
918044,1531451,10615314510955497,104,104,0,
918044,1531467,10615314670955497,104,104,0,
918044,1531473,10615314730955497,104,104,0,
918044,1531476,10615314760955497,104,104,0,
918044,1531477,10615314770955497,104,104,0,
918044,1531436,10715314360955497,104,104,0,
918044,1531437,10715314370955497,104,104,0,
918044,1531438,10715314380955497,104,104,0,
918044,1531446,10715314460955497,104,104,0,
918044,1531451,10715314510955497,104,104,0,
918044,1531467,10715314670955497,104,104,0,
918044,1531473,10715314730955497,104,104,0,
918044,1531476,10715314760955497,104,104,0,
918044,1531477,10715314770955497,104,104,0,
918044,1531436,10815314360955497,104,104,0,
918044,1531437,10815314370955497,104,104,0,
918044,1531438,10815314380955497,104,104,0,
918044,1531446,10815314460955497,104,104,0,
918044,1531451,10815314510955497,104,104,0,
918044,1531467,10815314670955497,104,104,0,
918044,1531473,10815314730955497,104,104,0,
918044,1531476,10815314760955497,104,104,0,
918044,1531477,10815314770955497,104,104,0,
918044,1531436,10915314360955497,104,104,0,
918044,1531437,10915314370955497,104,104,0,
918044,1531438,10915314380955497,104,104,0,
918044,1531446,10915314460955497,104,104,0,
918044,1531451,10915314510955497,104,104,0,
918044,1531467,10915314670955497,104,104,0,
918044,1531473,10915314730955497,104,104,0,
918044,1531476,10915314760955497,104,104,0,
918044,1531477,10915314770955497,104,104,0,
918044,1531436,11015314360955497,104,104,0,
918044,1531437,11015314370955497,104,104,0,
918044,1531438,11015314380955497,104,104,0,
918044,1531446,11015314460955497,104,104,0,
918044,1531451,11015314510955497,104,104,0,
918044,1531467,11015314670955497,104,104,0,
918044,1531473,11015314730955497,104,104,0,
918044,1531476,11015314760955497,104,104,0,
918044,1531477,11015314770955497,104,104,0,
918044,1531436,11115314360955497,104,104,0,
918044,1531437,11115314370955497,104,104,0,
918044,1531438,11115314380955497,104,104,0,
918044,1531446,11115314460955497,104,104,0,
918044,1531451,11115314510955497,104,104,0,
918044,1531467,11115314670955497,104,104,0,
918044,1531473,11115314730955497,104,104,0,
918044,1531476,11115314760955497,104,104,0,
918044,1531477,11115314770955497,104,104,0,
918044,1531436,1115314360955497,104,104,0,
918044,1531437,1115314370955497,104,104,0,
918044,1531438,1115314380955497,104,104,0,
918044,1531446,1115314460955497,104,104,0,
918044,1531451,1115314510955497,104,104,0,
918044,1531467,1115314670955497,104,104,0,
918044,1531473,1115314730955497,104,104,0,
918044,1531476,1115314760955497,104,104,0,
918044,1531477,1115314770955497,104,104,0,
918044,1531436,11215314360955497,104,104,0,
918044,1531437,11215314370955497,104,104,0,
918044,1531438,11215314380955497,104,104,0,
918044,1531446,11215314460955497,104,104,0,
918044,1531451,11215314510955497,104,104,0,
918044,1531467,11215314670955497,104,104,0,
918044,1531473,11215314730955497,104,104,0,
918044,1531476,11215314760955497,104,104,0,
918044,1531477,11215314770955497,104,104,0,
918044,1531436,11315314360955497,104,104,0,
918044,1531437,11315314370955497,104,104,0,
918044,1531438,11315314380955497,104,104,0,
918044,1531446,11315314460955497,104,104,0,
918044,1531451,11315314510955497,104,104,0,
918044,1531467,11315314670955497,104,104,0,
918044,1531473,11315314730955497,104,104,0,
918044,1531476,11315314760955497,104,104,0,
918044,1531477,11315314770955497,104,104,0,
918044,1531436,11415314360955497,104,104,0,
918044,1531437,11415314370955497,104,104,0,
918044,1531438,11415314380955497,104,104,0,
918044,1531446,11415314460955497,104,104,0,
918044,1531451,11415314510955497,104,104,0,
918044,1531467,11415314670955497,104,104,0,
918044,1531473,11415314730955497,104,104,0,
918044,1531476,11415314760955497,104,104,0,
918044,1531477,11415314770955497,104,104,0,
918044,1531436,11515314360955497,104,104,0,
918044,1531437,11515314370955497,104,104,0,
918044,1531438,11515314380955497,104,104,0,
918044,1531446,11515314460955497,104,104,0,
918044,1531451,11515314510955497,104,104,0,
918044,1531467,11515314670955497,104,104,0,
918044,1531473,11515314730955497,104,104,0,
918044,1531476,11515314760955497,104,104,0,
918044,1531477,11515314770955497,104,104,0,
918044,1531436,115314360955497,104,104,0,
918044,1531437,115314370955497,104,104,0,
918044,1531438,115314380955497,104,104,0,
918044,1531446,115314460955497,104,104,0,
918044,1531451,115314510955497,104,104,0,
918044,1531467,115314670955497,104,104,0,
918044,1531473,115314730955497,104,104,0,
918044,1531476,115314760955497,104,104,0,
918044,1531477,115314770955497,104,104,0,
918044,1531436,11615314360955497,104,104,0,
918044,1531437,11615314370955497,104,104,0,
918044,1531438,11615314380955497,104,104,0,
918044,1531446,11615314460955497,104,104,0,
918044,1531451,11615314510955497,104,104,0,
918044,1531467,11615314670955497,104,104,0,
918044,1531473,11615314730955497,104,104,0,
918044,1531476,11615314760955497,104,104,0,
918044,1531477,11615314770955497,104,104,0,
918044,1531436,11715314360955497,104,104,0,
918044,1531437,11715314370955497,104,104,0,
918044,1531438,11715314380955497,104,104,0,
918044,1531446,11715314460955497,104,104,0,
918044,1531451,11715314510955497,104,104,0,
918044,1531467,11715314670955497,104,104,0,
918044,1531473,11715314730955497,104,104,0,
918044,1531476,11715314760955497,104,104,0,
918044,1531477,11715314770955497,104,104,0,
918044,1531436,11815314360955497,104,104,0,
918044,1531437,11815314370955497,104,104,0,
918044,1531438,11815314380955497,104,104,0,
918044,1531446,11815314460955497,104,104,0,
918044,1531451,11815314510955497,104,104,0,
918044,1531467,11815314670955497,104,104,0,
918044,1531473,11815314730955497,104,104,0,
918044,1531476,11815314760955497,104,104,0,
918044,1531477,11815314770955497,104,104,0,
918044,1531436,11915314360955497,104,104,0,
918044,1531437,11915314370955497,104,104,0,
918044,1531438,11915314380955497,104,104,0,
918044,1531446,11915314460955497,104,104,0,
918044,1531451,11915314510955497,104,104,0,
918044,1531467,11915314670955497,104,104,0,
918044,1531473,11915314730955497,104,104,0,
918044,1531476,11915314760955497,104,104,0,
918044,1531477,11915314770955497,104,104,0,
918044,1531436,12015314360955497,104,104,0,
918044,1531437,12015314370955497,104,104,0,
918044,1531438,12015314380955497,104,104,0,
918044,1531446,12015314460955497,104,104,0,
918044,1531451,12015314510955497,104,104,0,
918044,1531467,12015314670955497,104,104,0,
918044,1531473,12015314730955497,104,104,0,
918044,1531476,12015314760955497,104,104,0,
918044,1531477,12015314770955497,104,104,0,
918044,1531436,12115314360955497,104,104,0,
918044,1531437,12115314370955497,104,104,0,
918044,1531438,12115314380955497,104,104,0,
918044,1531446,12115314460955497,104,104,0,
918044,1531451,12115314510955497,104,104,0,
918044,1531467,12115314670955497,104,104,0,
918044,1531473,12115314730955497,104,104,0,
918044,1531476,12115314760955497,104,104,0,
918044,1531477,12115314770955497,104,104,0,
918044,1531436,1215314360955497,104,104,0,
918044,1531437,1215314370955497,104,104,0,
918044,1531438,1215314380955497,104,104,0,
918044,1531446,1215314460955497,104,104,0,
918044,1531451,1215314510955497,104,104,0,
918044,1531467,1215314670955497,104,104,0,
918044,1531473,1215314730955497,104,104,0,
918044,1531476,1215314760955497,104,104,0,
918044,1531477,1215314770955497,104,104,0,
918044,1531436,12215314360955497,104,104,0,
918044,1531437,12215314370955497,104,104,0,
918044,1531438,12215314380955497,104,104,0,
918044,1531446,12215314460955497,104,104,0,
918044,1531451,12215314510955497,104,104,0,
918044,1531467,12215314670955497,104,104,0,
918044,1531473,12215314730955497,104,104,0,
918044,1531476,12215314760955497,104,104,0,
918044,1531477,12215314770955497,104,104,0,
918044,1531436,12315314360955497,104,104,0,
918044,1531437,12315314370955497,104,104,0,
918044,1531438,12315314380955497,104,104,0,
918044,1531446,12315314460955497,104,104,0,
918044,1531451,12315314510955497,104,104,0,
918044,1531467,12315314670955497,104,104,0,
918044,1531473,12315314730955497,104,104,0,
918044,1531476,12315314760955497,104,104,0,
918044,1531477,12315314770955497,104,104,0,
918044,1531436,12415314360955497,104,104,0,
918044,1531437,12415314370955497,104,104,0,
918044,1531438,12415314380955497,104,104,0,
